"","Age_Categories","Sex_of_driver","Educational_level","Vehicle_driver_relation","Driving_experience","Lanes_or_Medians","Types_of_Junction","Road_surface_type","Light_conditions","Weather_conditions","Type_of_collision","Vehicle_movement","Pedestrian_movement","Cause_of_accident","Accident_severity"
"5990","18-30","Male","Junior high school","Employee","5-10yr","Undivided Two way","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",2
"5991","Over 51","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","No junction","Gravel roads","Darkness - lights lit","Other","Collision with roadside objects","Reversing","Not a Pedestrian","Driving carelessly",1
"5992","Under 18","Male","Junior high school","Employee","Below 1yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Moving Backward",2
"5993","Under 18","Male","Junior high school","Employee","Below 1yr","other","No junction","Asphalt roads","Darkness - lights lit","Normal","Collision with roadside objects","Reversing","Not a Pedestrian","Moving Backward",2
"5994","18-30","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Other","Not a Pedestrian","Changing lane to the right",2
"5995","31-50","Male","Elementary school","Employee","Below 1yr","other","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Unknown","Not a Pedestrian","No priority to vehicle",2
"5996","18-30","Male","Junior high school","Employee","Below 1yr","Undivided Two way","No junction","Asphalt roads","Daylight","Normal","Unknown","Going straight","Not a Pedestrian","Driving at high speed",2
"5997","31-50","Male","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Daylight","Normal","Collision with pedestrians","Going straight","Not a Pedestrian","Driving under the influence of drugs",2
"5998","31-50","Male","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the right",2
"5999","18-30","Female","Writing & reading","Employee","Below 1yr","other","Crossing","Asphalt roads","Darkness - lights lit","Cloudy","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Driving carelessly",2
"6000","Under 18","Male","Junior high school","Employee","Below 1yr","other","Crossing","Asphalt roads","Darkness - lights lit","Cloudy","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",2
"6001","31-50","Male","Junior high school","Employee","1-2yr","Two-way (divided with broken lines road marking)","Crossing","Asphalt roads","Daylight","Normal","Collision with pedestrians","Going straight","Not a Pedestrian","Changing lane to the left",2
"6002","18-30","Male","Elementary school","Employee","Above 10yr","Undivided Two way","Crossing","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Not a Pedestrian","No distancing",2
"6003","31-50","Male","Elementary school","Employee","Above 10yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Unknown","Going straight","Not a Pedestrian","No distancing",2
"6004","18-30","Male","Elementary school","Employee","Below 1yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Getting off the vehicle improperly",2
"6005","31-50","Male","High school","Employee","2-5yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Unknown","Going straight","Not a Pedestrian","Overtaking",2
"6006","31-50","Male","Junior high school","Employee","2-5yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Unknown","Going straight","Not a Pedestrian","Driving carelessly",2
"6007","Over 51","Male","Above high school","Employee","Above 10yr","Undivided Two way","No junction","Asphalt roads","Darkness - lights lit","Normal","Unknown","Going straight","Not a Pedestrian","Driving under the influence of drugs",0
"6008","18-30","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight"," or other","Moving Backward",0
"6009","Under 18","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","Other","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Overturning",2
"6010","18-30","Male","High school","Employee","1-2yr","Undivided Two way","Other","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Not a Pedestrian","Driving under the influence of drugs",2
"6011","18-30","Male","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Daylight","Normal","Collision with roadside objects","Moving Backward","Not a Pedestrian","Changing lane to the right",1
"6012","31-50","Male","Junior high school","Employee","Below 1yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Daylight","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",1
"6013","18-30","Male","Junior high school","Employee","Below 1yr","One way","Y Shape","Asphalt roads","Daylight","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",1
"6014","31-50","Male","Elementary school","Employee","5-10yr","Undivided Two way","Other","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",1
"6015","18-30","Male","Junior high school","Employee","Below 1yr","Undivided Two way","Other","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Unknown","Not a Pedestrian","No priority to vehicle",1
"6016","18-30","Female","Junior high school","Employee","1-2yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Daylight","Other","Vehicle with vehicle collision","Turnover","Not a Pedestrian","Moving Backward",2
"6017","18-30","Male","Elementary school","Employee","2-5yr","One way","No junction","Asphalt roads","Daylight","Other","Rollover","Going straight","Not a Pedestrian","Moving Backward",2
"6018","18-30","Female","High school","Employee","1-2yr","Undivided Two way","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Getting off the vehicle improperly",2
"6019","18-30","Male","Junior high school","Employee","5-10yr","One way","Crossing","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Not a Pedestrian","Changing lane to the left",2
"6020","18-30","Male","Junior high school","Employee","Below 1yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Daylight","Normal","Collision with pedestrians","Going straight","Not a Pedestrian","Changing lane to the left",2
"6021","31-50","Male","High school","Employee","Above 10yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No priority to vehicle",2
"6022","31-50","Male","Elementary school","Owner","5-10yr","Undivided Two way","Y Shape","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Crossing from driver's nearside","Changing lane to the right",2
"6023","31-50","Male","Elementary school","Employee","Below 1yr","Two-way (divided with solid lines road marking)","Y Shape","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the right",2
"6024","18-30","Male","Junior high school","Employee","5-10yr","Undivided Two way","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Driving carelessly",2
"6025","18-30","Male","Elementary school","Owner","5-10yr","One way","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",2
"6026","31-50","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Turnover","Not a Pedestrian","Changing lane to the right",1
"6027","18-30","Male","Junior high school","Employee","Above 10yr","Undivided Two way","Crossing","Asphalt roads","Daylight","Raining","Vehicle with vehicle collision","Unknown","Not a Pedestrian","Driving under the influence of drugs",2
"6028","18-30","Male","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","Crossing","Asphalt roads","Daylight","Raining","Collision with roadside objects","Reversing","Not a Pedestrian","Driving carelessly",2
"6029","31-50","Male","High school","Employee","1-2yr","One way","Crossing","Asphalt roads","Daylight","Raining","Rollover","Other","Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle","No distancing",2
"6030","18-30","Male","Junior high school","Employee","Above 10yr","Undivided Two way","T Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No priority to vehicle",2
"6031","Under 18","Male","Elementary school","Owner","2-5yr","One way","T Shape","Asphalt roads","Darkness - lights lit","Normal","Collision with pedestrians","Going straight","Not a Pedestrian","No priority to vehicle",2
"6032","Under 18","Male","Junior high school","Employee","5-10yr","Undivided Two way","T Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Turnover","Not a Pedestrian","No priority to vehicle",2
"6033","Under 18","Male","Junior high school","Employee","Below 1yr","Undivided Two way","T Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Other","Not a Pedestrian","Changing lane to the left",2
"6034","Under 18","Male","Junior high school","Employee","5-10yr","Undivided Two way","T Shape","Asphalt roads","Darkness - lights lit","Normal","Collision with pedestrians","Going straight","Not a Pedestrian","Moving Backward",2
"6035","Under 18","Male","High school","Employee","Above 10yr","One way","T Shape","Asphalt roads","Darkness - lights lit","Normal","Collision with pedestrians","Going straight","Not a Pedestrian","Driving carelessly",2
"6036","18-30","Male","Junior high school","Employee","5-10yr","other","Other","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Other","Not a Pedestrian","Driving under the influence of drugs",2
"6037","18-30","Male","Elementary school","Employee","1-2yr","Two-way (divided with broken lines road marking)","Other","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the right",2
"6038","18-30","Male","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Turnover","Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle","No priority to vehicle",2
